Moment,Reaction,Offensiveness,Responsibility
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Rant about it on Twitter.,0.58,0.75
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,"Say, ""I'll be right back."" Lie.",1.53,0.07
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Go take an emergency shower because you feel unclean.,-0.37,0.03
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Order a solution from Amazon.,-0.30,0.24
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Pretend you don't speak English.,2.12,-0.59
A disgruntled co-worker calls you retarded during a heated debate.,Open mouth. Insert both feet.,0.61,-0.12
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Write your local congressperson.,-0.59,2.41
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Put up your dukes and threaten to fight.,2.92,-0.83
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Stroke their ego. A little brown-nosing never hurts.,2.05,0.74
A disgruntled co-worker calls you retarded during a heated debate.,Play dead.,-0.04,0.78
You get nervous and fake a British accent during your interview--and you get hired.,Speak up and voice the truth!,-0.68,3.54
You call your father at home late at night and your boss answers.,Write your local congressperson.,-0.96,-0.09
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Write your local congressperson.,0.34,0.29
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Call security.,1.42,0.96
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Eat your co-workers' lunches until you forget your shame.,1.90,-0.65
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Tell them the devil made you do it.,0.73,0.43
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Call security.,2.19,-0.41
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Claim it was your identical twin.,-0.78,1.63
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,"Say, ""I'll be right back."" Lie.",2.34,-0.24
You get nervous and fake a British accent during your interview--and you get hired.,Blame it on someone who already quit.,1.52,-0.63
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Start updating your resume.,-0.19,0.59
You accidentally sit on ketchup at lunch.,Laugh out loud and then abruptly stop.,-1.04,0.92
You start telling a joke and realize halfway through you've forgotten the punch line.,Make crazy eyes until they wet their pants.,1.50,-0.32
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Start updating your resume.,-0.22,0.65
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Start updating your resume.,-0.25,3.48
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Accept it and move on.,-0.42,3.86
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Put up your dukes and threaten to fight.,2.59,-0.75
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Open mouth. Insert both feet.,-0.22,0.69
You discover that your starting salary is lower than your colleague's despite having the same job title.,Channel your inner Wonder Woman.,-0.35,0.19
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Start updating your resume.,0.19,0.83
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Hang your head in shame.,0.27,1.63
You accidentally sit on ketchup at lunch.,Avoid eye contact and back away slowly.,-0.78,2.02
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Deny it ever happened.,-0.27,0.04
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Channel your inner Wonder Woman.,0.40,0.02
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Put up your dukes and threaten to fight.,1.81,-0.08
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Sneak out the fire escape.,-0.05,1.13
An unknown co-worker always leaves used tissues on the conference table.,Call security.,2.92,0.05
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Ask for a raise.,3.59,-0.51
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Start mentally drafting your letter of resignation.,-0.19,0.34
Your boss tells you that rainbow flags are unprofessional.,Bring in donuts.,0.58,0.70
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Play dead.,-0.21,-0.49
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Growl like a dog.,2.61,-0.28
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Ask for a raise.,-0.04,0.19
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Make a run for the border.,0.36,-0.66
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Laugh out loud and then abruptly stop.,-0.45,0.98
You start telling a joke and realize halfway through you've forgotten the punch line.,"Say, ""I'll be right back."" Lie.",0.41,0.08
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Blame it on someone who already quit.,2.39,-0.86
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Correct them instantly--do not hold back.,1.64,0.75
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Post passive-aggressive sticky notes.,1.24,-0.44
Your boss refers to the custodian as Juan. His name is John.,Go take an emergency shower because you feel unclean.,0.40,-0.09
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Tell them the devil made you do it.,1.81,-0.10
"You suggest a meeting over coffee, and your boss assumes it's a date.",Call your mom.,-0.80,0.33
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Play dead.,0.32,-0.20
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Channel your inner Wonder Woman.,-0.35,-0.02
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Make a run for the border.,0.75,0.14
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Growl like a dog.,2.28,-0.49
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Growl like a dog.,0.92,-0.43
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Bring coffee for everything with a special ingredient: laxatives.,2.34,-0.82
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Fake a heart attack.,1.72,-0.31
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Pretend you don't speak English.,1.24,0.34
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Eat your co-workers' lunches until you forget your shame.,0.93,-0.67
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Rant about it on Twitter.,2.50,-0.41
A disgruntled co-worker calls you retarded during a heated debate.,Start a slow clap.,1.10,0.76
You discover that your starting salary is lower than your colleague's despite having the same job title.,Hang your head in shame.,-0.34,0.28
An unknown co-worker always leaves used tissues on the conference table.,Ask for a raise.,-0.40,-0.49
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Pretend you don't speak English.,0.19,0.02
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Start a slow clap.,-0.36,-0.05
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Go take an emergency shower because you feel unclean.,1.14,-0.78
You start telling a joke and realize halfway through you've forgotten the punch line.,Hang your head in shame.,-1.00,2.60
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Claim it was your identical twin.,-0.12,-0.29
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Hide in the bathroom until it all blows over.,0.98,0.07
You discover that your starting salary is lower than your colleague's despite having the same job title.,Growl like a dog.,0.60,-0.91
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Channel your inner Wonder Woman.,-0.06,-0.25
Your boss refers to the custodian as Juan. His name is John.,Avoid eye contact and back away slowly.,1.11,0.36
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Start updating your resume.,-0.55,-0.22
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Order a solution from Amazon.,0.03,-0.60
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Bring in donuts.,-0.77,1.21
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.","Say, ""I'll be right back."" Lie.",0.48,-0.27
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Laugh out loud and then abruptly stop.,0.28,-0.15
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Bring coffee for everything with a special ingredient: laxatives.,1.60,-0.84
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Go take an emergency shower because you feel unclean.,-0.43,-0.22
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Start updating your resume.,0.56,0.42
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Claim you were hacked.,0.59,-0.46
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Growl like a dog.,1.68,-0.78
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Tell them the devil made you do it.,2.60,-0.98
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Ask for a raise.,-0.90,0.03
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Start updating your resume.,-0.36,1.18
Your boss refers to the custodian as Juan. His name is John.,Put up your dukes and threaten to fight.,0.96,-0.60
An unknown co-worker always leaves used tissues on the conference table.,Post passive-aggressive sticky notes.,1.23,0.44
You call your father at home late at night and your boss answers.,Start mentally drafting your letter of resignation.,0.41,1.34
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Call your mom.,-0.30,-0.25
Your boss tells you that rainbow flags are unprofessional.,Fake a heart attack.,0.62,-0.30
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Tell them the devil made you do it.,1.82,-0.25
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Post passive-aggressive sticky notes.,1.45,-0.76
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Ask Siri what to do.,-0.59,0.41
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Ask for a raise.,0.32,-0.53
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Claim you were hacked.,0.28,1.03
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Play dead.,0.86,-0.77
Your boss refers to the custodian as Juan. His name is John.,Ask Siri what to do.,0.30,0.71
Your boss is in the bathroom stall next to you and starts a conversation.,Channel your inner Wonder Woman.,-0.54,0.28
Your boss refers to the custodian as Juan. His name is John.,Make crazy eyes until they wet their pants.,1.07,-0.45
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Accept it and move on.,-0.57,1.83
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Sneak out the fire escape.,-0.73,-0.81
Your boss is the horrible blind date that your friend still complains about...,Play dead.,0.58,-0.22
Your boss tells you that rainbow flags are unprofessional.,Growl like a dog.,0.59,-1.00
You get nervous and fake a British accent during your interview--and you get hired.,Correct them instantly--do not hold back.,0.01,0.89
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Call security.,1.41,-0.39
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Make crazy eyes until they wet their pants.,3.10,-1.10
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Bring coffee for everything with a special ingredient: laxatives.,2.26,-0.91
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Channel your inner Wonder Woman.,-0.72,0.70
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Start mentally drafting your letter of resignation.,0.83,0.71
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Speak up and voice the truth!,-0.29,3.67
Your boss tells you that rainbow flags are unprofessional.,Bring coffee for everything with a special ingredient: laxatives.,4.20,-0.52
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Write your local congressperson.,0.24,-0.57
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Hang your head in shame.,-0.02,2.90
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Claim it was your identical twin.,2.71,-0.22
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Post passive-aggressive sticky notes.,2.37,-0.32
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Start mentally drafting your letter of resignation.,0.46,1.36
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Laugh out loud and then abruptly stop.,1.28,0.87
Your boss is in the bathroom stall next to you and starts a conversation.,Stroke their ego. A little brown-nosing never hurts.,0.31,2.94
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Avoid eye contact and back away slowly.,2.25,0.00
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Fake a heart attack.,1.18,0.16
You call your father at home late at night and your boss answers.,Accept it and move on.,-0.60,6.41
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Eat your co-workers' lunches until you forget your shame.,0.23,-0.08
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Eat your co-workers' lunches until you forget your shame.,1.86,-0.45
You call your father at home late at night and your boss answers.,Hide in the bathroom until it all blows over.,0.09,0.53
An unknown co-worker always leaves used tissues on the conference table.,Play dead.,1.78,-0.57
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Fake a heart attack.,2.78,0.13
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Start updating your resume.,0.65,1.36
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Call your mom.,0.34,1.30
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Blame it on someone who already quit.,2.30,-0.17
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Ask Siri what to do.,-1.04,1.03
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Growl like a dog.,1.11,-0.56
Your boss refers to the custodian as Juan. His name is John.,Pretend you don't speak English.,2.92,-0.51
Your boss refers to the custodian as Juan. His name is John.,Start updating your resume.,0.49,2.18
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Write your local congressperson.,0.89,0.36
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Growl like a dog.,1.88,-0.36
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Correct them instantly--do not hold back.,0.21,-0.25
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Make crazy eyes until they wet their pants.,0.42,-0.69
Your boss refers to the custodian as Juan. His name is John.,Laugh out loud and then abruptly stop.,2.80,-0.10
You get nervous and fake a British accent during your interview--and you get hired.,Sneak out the fire escape.,0.13,-0.26
Your boss tells you that rainbow flags are unprofessional.,Channel your inner Wonder Woman.,2.11,3.43
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Fake a heart attack.,-0.18,-0.30
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Bring coffee for everything with a special ingredient: laxatives.,2.41,-1.03
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Make a run for the border.,1.93,-0.29
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Go take an emergency shower because you feel unclean.,-0.06,0.59
You discover that your starting salary is lower than your colleague's despite having the same job title.,Make a run for the border.,0.70,-0.48
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Call your mom.,-0.13,2.53
"You suggest a meeting over coffee, and your boss assumes it's a date.",Eat your co-workers' lunches until you forget your shame.,0.41,-0.26
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Claim it was your identical twin.,3.31,0.31
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Ask Siri what to do.,0.32,0.47
You call your father at home late at night and your boss answers.,Tell them the devil made you do it.,1.71,-0.56
"You refer to your new colleague as ""sir"" and she corrects you.",Hide in the bathroom until it all blows over.,0.49,-0.70
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Accept it and move on.,-0.77,6.68
A disgruntled co-worker calls you retarded during a heated debate.,Fake a heart attack.,2.41,0.10
Your boss is in the bathroom stall next to you and starts a conversation.,Bring coffee for everything with a special ingredient: laxatives.,2.54,-0.63
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Deny it ever happened.,-0.44,0.23
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Tell them the devil made you do it.,2.32,0.12
"You suggest a meeting over coffee, and your boss assumes it's a date.",Call security.,0.28,1.21
"You suggest a meeting over coffee, and your boss assumes it's a date.",Sneak out the fire escape.,0.28,0.09
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Fake a heart attack.,0.94,0.26
An unknown co-worker always leaves used tissues on the conference table.,Order a solution from Amazon.,0.13,2.35
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Deny it ever happened.,-0.61,0.55
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Start a slow clap.,1.71,-0.08
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Growl like a dog.,1.51,-0.06
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Hide in the bathroom until it all blows over.,-0.90,0.36
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Write your local congressperson.,-0.48,-0.23
A disgruntled co-worker calls you retarded during a heated debate.,Put up your dukes and threaten to fight.,3.10,-0.14
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Start updating your resume.,-0.58,1.06
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Hang your head in shame.,0.01,0.73
You get nervous and fake a British accent during your interview--and you get hired.,Rant about it on Twitter.,0.10,-0.19
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Curl up into the fetal position.,0.06,0.11
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Fake a heart attack.,0.42,-0.26
Your boss refers to the custodian as Juan. His name is John.,Correct them instantly--do not hold back.,0.10,4.14
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Channel your inner Wonder Woman.,-0.90,0.03
You start telling a joke and realize halfway through you've forgotten the punch line.,Growl like a dog.,-1.01,-0.07
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Open mouth. Insert both feet.,0.55,0.73
Your boss is in the bathroom stall next to you and starts a conversation.,Start updating your resume.,-0.50,0.42
You discover that your starting salary is lower than your colleague's despite having the same job title.,Go take an emergency shower because you feel unclean.,-0.96,-0.07
Your boss refers to the custodian as Juan. His name is John.,Fake a heart attack.,1.03,-0.37
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Call your mom.,-0.25,0.14
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Tell them the devil made you do it.,-0.01,0.33
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Order a solution from Amazon.,-0.13,-0.22
You call your father at home late at night and your boss answers.,Eat your co-workers' lunches until you forget your shame.,0.83,-0.53
You accidentally sit on ketchup at lunch.,Claim you were hacked.,-0.52,-0.02
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Put up your dukes and threaten to fight.,3.74,-0.99
You get nervous and fake a British accent during your interview--and you get hired.,Put up your dukes and threaten to fight.,1.75,-0.30
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Open mouth. Insert both feet.,0.62,-0.06
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Play dead.,1.61,-0.42
You discover that your starting salary is lower than your colleague's despite having the same job title.,Start updating your resume.,-1.43,5.35
You get nervous and fake a British accent during your interview--and you get hired.,Make a run for the border.,0.48,0.01
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Put up your dukes and threaten to fight.,1.19,-0.68
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Avoid eye contact and back away slowly.,-1.22,1.89
A disgruntled co-worker calls you retarded during a heated debate.,Hide in the bathroom until it all blows over.,-0.10,1.63
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Speak up and voice the truth!,1.38,0.15
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Eat your co-workers' lunches until you forget your shame.,1.61,-0.68
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Write your local congressperson.,0.46,-0.14
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Hide in the bathroom until it all blows over.,-0.37,1.36
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Go take an emergency shower because you feel unclean.,-0.84,-0.17
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Write your local congressperson.,-0.11,-0.10
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Call your mom.,-0.26,-0.08
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Write your local congressperson.,0.07,-0.54
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Blame it on someone who already quit.,2.06,-0.31
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Call security.,0.55,-0.36
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Bring coffee for everything with a special ingredient: laxatives.,2.14,-0.38
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Hang your head in shame.,-0.10,2.17
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Ask for a raise.,0.33,0.48
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Growl like a dog.,1.36,-0.06
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Laugh out loud and then abruptly stop.,2.44,0.16
You discover that your starting salary is lower than your colleague's despite having the same job title.,Tell them the devil made you do it.,2.30,-0.35
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Call your mom.,0.06,-0.44
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Make crazy eyes until they wet their pants.,2.54,-0.88
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Correct them instantly--do not hold back.,2.02,0.38
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Sneak out the fire escape.,-0.78,0.20
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Open mouth. Insert both feet.,2.69,-0.63
You start telling a joke and realize halfway through you've forgotten the punch line.,Hide in the bathroom until it all blows over.,-0.37,-0.09
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Pretend you don't speak English.,3.50,-0.63
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Bring in donuts.,-0.86,2.23
Your boss tells you that rainbow flags are unprofessional.,Hang your head in shame.,0.70,0.77
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Call your mom.,-0.46,-0.28
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Make crazy eyes until they wet their pants.,2.07,-0.91
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Call security.,2.43,-0.66
A disgruntled co-worker calls you retarded during a heated debate.,Call your mom.,-0.62,0.59
You discover that your starting salary is lower than your colleague's despite having the same job title.,Call your mom.,-0.67,0.51
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Pretend you don't speak English.,2.59,-0.31
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Call security.,0.08,-0.63
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Claim you were hacked.,-0.68,2.39
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Curl up into the fetal position.,0.59,-0.85
Your boss refers to the custodian as Juan. His name is John.,Post passive-aggressive sticky notes.,4.20,-0.18
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Claim you were hacked.,0.39,-0.84
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Start updating your resume.,-0.23,1.26
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Bring in donuts.,-0.78,3.23
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Post passive-aggressive sticky notes.,4.06,-0.50
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Accept it and move on.,0.51,2.14
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Call security.,3.71,-0.37
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Call your mom.,-0.64,0.09
You start telling a joke and realize halfway through you've forgotten the punch line.,Claim it was your identical twin.,-0.20,-0.30
Your boss tells you that rainbow flags are unprofessional.,Order a solution from Amazon.,-0.26,0.05
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.","Say, ""I'll be right back."" Lie.",2.03,-0.02
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Bring coffee for everything with a special ingredient: laxatives.,4.37,-0.96
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Stroke their ego. A little brown-nosing never hurts.,2.31,0.72
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Ask Siri what to do.,-0.16,0.13
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Avoid eye contact and back away slowly.,-0.26,2.14
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Call security.,0.98,-0.63
"You suggest a meeting over coffee, and your boss assumes it's a date.",Order a solution from Amazon.,-0.98,-0.13
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Start mentally drafting your letter of resignation.,-0.22,1.02
Your boss is in the bathroom stall next to you and starts a conversation.,Fake a heart attack.,1.15,-0.35
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Rant about it on Twitter.,0.94,-0.47
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Stroke their ego. A little brown-nosing never hurts.,-0.22,2.68
You get nervous and fake a British accent during your interview--and you get hired.,Make crazy eyes until they wet their pants.,1.62,-0.90
You accidentally sit on ketchup at lunch.,Make crazy eyes until they wet their pants.,1.04,-0.75
Your boss refers to the custodian as Juan. His name is John.,Write your local congressperson.,0.80,1.51
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Blame it on someone who already quit.,0.48,-0.72
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Make a run for the border.,0.25,-0.56
You get nervous and fake a British accent during your interview--and you get hired.,Post passive-aggressive sticky notes.,1.20,-1.11
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Rant about it on Twitter.,2.28,-0.35
Your boss is the horrible blind date that your friend still complains about...,Claim you were hacked.,-0.41,-0.33
You discover that your starting salary is lower than your colleague's despite having the same job title.,Rant about it on Twitter.,1.81,-0.24
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Post passive-aggressive sticky notes.,4.05,-0.62
"You refer to your new colleague as ""sir"" and she corrects you.",Ask for a raise.,1.70,-0.74
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Call security.,0.90,0.04
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Open mouth. Insert both feet.,-0.08,1.33
You discover that your starting salary is lower than your colleague's despite having the same job title.,Write your local congressperson.,-0.67,1.97
